equipo,nombre,posicion,rating
Noruega,Thorstvedt Kristian,Mediocampista,76
Noruega,Aasgaard Thelo,Mediocampista,72
Noruega,Nusa Antonio,Delantero,77
Noruega,Schjelderup Andreas,Mediocampista,74
Noruega,Bobb Oscar,Mediocampista,75
Noruega,Hauge Jens Petter,Mediocampista,73
Noruega,Langas Sondre,Defensa,68
Noruega,Falchener Henrik,Defensa,66
Noruega,Ryerson Julian,Defensa,75
Panamá,Mejia Luis,Portero,70
Panamá,Blackman Cesar,Defensa,68
Panamá,Cordoba Jose,Defensa,69
Panamá,Escobar Fidel,Defensa,72
Panamá,Farina Edgardo,Defensa,66
Panamá,Martinez Cristian,Mediocampista,68
Panamá,Rodriguez Jose Luis,Mediocampista,71
Panamá,Carrasquilla Adalberto,Mediocampista,73
Panamá,Rodriguez Tomas,Delantero,69
Panamá,Diaz Ismael,Mediocampista,74
Panamá,Barcenas Edgar Yoel,Mediocampista,73
Panamá,Samudio Cesar,Portero,66
Panamá,Ramos Jiovany,Defensa,66
Panamá,Harvey Carlos,Defensa,67
Panamá,Davis Eric,Defensa,70
Panamá,Andrade Andres,Defensa,68
Panamá,Fajardo Jose,Delantero,71
Panamá,Waterman Cecilio,Delantero,71
Panamá,Quintero Alberto,Mediocampista,69
Panamá,Godoy Anibal,Mediocampista,70
Panamá,Yanis Cesar,Mediocampista,68
Panamá,Mosquera Orlando,Portero,68
Panamá,Murillo Amir,Defensa,72
Panamá,Londono Azarias,Delantero,66
Panamá,Miller Roderick,Defensa,68
Panamá,Gutierrez Jorge,Defensa,65
Paraguay,Fernandez Gatito,Portero,74
Paraguay,Velazquez Gustavo,Defensa,68
Paraguay,Alderete Omar,Defensa,74
Paraguay,Caceres Juan Jose,Defensa,71
Paraguay,Balbuena Fabian,Defensa,77
Paraguay,Alonso Junior,Defensa,75
Paraguay,Sosa Ramon,Mediocampista,74
Paraguay,Gomez Diego,Mediocampista,76
Paraguay,Sanabria Antonio,Delantero,77
Paraguay,Almiron Miguel,Mediocampista,81
Paraguay,Mauricio,Mediocampista,71
Paraguay,Gill Orlando,Portero,66
Paraguay,Canale Jose,Defensa,67
Paraguay,Cubas Andres,Mediocampista,73
Paraguay,Gomez Gustavo,Defensa,77
Paraguay,Bobadilla Damian,Mediocampista,72
Paraguay,Romero Gamarra Alejandro,Delantero,73
Paraguay,Arce Alex,Delantero,72
Paraguay,Enciso Julio,Delantero,75
Paraguay,Ojeda Braian,Mediocampista,70
Paraguay,Avalos Gabriel,Delantero,70
Paraguay,Olveira Gaston,Portero,65
Paraguay,Galarza Matias,Mediocampista,71
Paraguay,Caballero Gustavo,Mediocampista,69
Paraguay,Pitta Isidro,Delantero,70
Paraguay,Maidana Alexandro,Defensa,66
Portugal,Diogo Costa,Portero,87
Portugal,Nelson Semedo,Defensa,82
Portugal,Ruben Dias,Defensa,88
Portugal,Tomas Araujo,Defensa,74
Portugal,Diogo Dalot,Defensa,81
Portugal,Matheus Nunes,Mediocampista,82
Portugal,Cristiano Ronaldo,Delantero,88
Portugal,Bruno Fernandes,Mediocampista,88
Portugal,Goncalo Ramos,Delantero,83
Portugal,Bernardo Silva,Mediocampista,88
Portugal,Joao Felix,Delantero,84
Portugal,Jose Sa,Portero,81
Portugal,Renato Veiga,Defensa,74
Portugal,Goncalo Inacio,Defensa,78
Portugal,Joao Neves,Mediocampista,80
Portugal,Francisco Trincao,Delantero,78
Portugal,Rafael Leao,Delantero,86
Portugal,Pedro Neto,Delantero,82
Portugal,Goncalo Guedes,Delantero,79
Portugal,Joao Cancelo,Defensa,85
Portugal,Ruben Neves,Mediocampista,83
Portugal,Rui Silva,Portero,76
Portugal,Vitinha,Mediocampista,84
Portugal,Samu Costa,Defensa,72
Portugal,Nuno Mendes,Defensa,83
Portugal,Francisco Conceicao,Delantero,78
Catar,Mahmoud Abunada,Portero,67
Catar,Pedro Miguel,Defensa,70
Catar,Lucas Mendes,Defensa,68
Catar,Issa Laye,Defensa,66
Catar,Jassem Gaber,Defensa,68
Catar,Abdulaziz Hatem,Mediocampista,72
Catar,Ahmed Alaaeldin,Delantero,71
Catar,Edmilson Junior,Delantero,69
Catar,Mohammed Muntari,Delantero,73
Catar,Hassan Alhaydos,Delantero,74
Catar,Akram Afif,Delantero,79
Catar,Karim Boudiaf,Mediocampista,72
Catar,Ayoub Aloui,Defensa,65
Catar,Homam Ahmed,Defensa,68
Catar,Yusuf Abdurisag,Delantero,67
Catar,Boualem Khoukhi,Defensa,72
Catar,Ahmed Alganehi,Mediocampista,66
Catar,Sultan Albrake,Defensa,66
Catar,Almoez Ali,Delantero,76
Catar,Ahmed Fathy,Mediocampista,67
Catar,Salah Zakaria,Portero,66
Catar,Meshaal Barsham,Portero,69
Catar,Assim Madibo,Mediocampista,70
Catar,Tahsin Mohammed,Delantero,64
Catar,Alhashmi Alhussein,Defensa,63
Catar,Mohamed Manai,Delantero,65
Arabia Saudí,Nawaf Alaqidi,Portero,74
Arabia Saudí,Ali Majrashi,Defensa,68
Arabia Saudí,Ali Lajami,Defensa,70
Arabia Saudí,Abdulelah Alamri,Defensa,70
Arabia Saudí,Hassan Altambakti,Defensa,72
Arabia Saudí,Nasser Aldawsari,Mediocampista,72
Arabia Saudí,Musab Aljuwayr,Mediocampista,73
Arabia Saudí,Aiman Yahya,Delantero,69
Arabia Saudí,Feras Albrikan,Delantero,74
Arabia Saudí,Salem Aldawsari,Delantero,78
Arabia Saudí,Saleh Alshehri,Delantero,76
Arabia Saudí,Saud Abdulhamid,Defensa,73
Arabia Saudí,Nawaf Bu Washl,Defensa,69
Arabia Saudí,Hassan Kadish,Defensa,69
Arabia Saudí,Abdullah Alkhaibari,Mediocampista,70
Arabia Saudí,Ziyad Aljohani,Mediocampista,68
Arabia Saudí,Khalid Alghannam,Delantero,67
Arabia Saudí,Ala Alhajji,Mediocampista,66
Arabia Saudí,Abdullah Alhamddan,Delantero,73
Arabia Saudí,Sultan Mandash,Delantero,67
Arabia Saudí,Mohammed Alowais,Portero,75
Arabia Saudí,Ahmed Alkassar,Portero,66
Arabia Saudí,Mohamed Kanno,Mediocampista,74
Arabia Saudí,Moteb Alharbi,Defensa,67
Arabia Saudí,Jehad Thikri,Defensa,66
Arabia Saudí,Mohammed Abu Alshamat,Defensa,65
Escocia,Gunn Angus,Portero,77
Escocia,Hickey Aaron,Defensa,76
Escocia,Robertson Andy,Defensa,86
Escocia,Mctominay Scott,Mediocampista,82
Escocia,Hanley Grant,Defensa,74
Escocia,Tierney Kieran,Defensa,80
Escocia,Mcginn John,Mediocampista,82
Escocia,Fletcher Tyler,Mediocampista,67
Escocia,Dykes Lyndon,Delantero,75
Escocia,Adams Che,Delantero,76
Escocia,Christie Ryan,Mediocampista,78
Escocia,Kelly Liam,Portero,72
Escocia,Hendry Jack,Defensa,73
Escocia,Stewart Ross,Delantero,74
Escocia,Souttar John,Defensa,75
Escocia,Hyam Dominic,Defensa,71
Escocia,Gannon-Doak Ben,Delantero,71
Escocia,Hirst George,Delantero,72
Escocia,Ferguson Lewis,Mediocampista,77
Escocia,Shankland Lawrence,Delantero,75
Escocia,Gordon Craig,Portero,74
Escocia,Patterson Nathan,Defensa,74
Escocia,Mclean Kenny,Mediocampista,74
Escocia,Ralston Anthony,Defensa,72
Escocia,Curtis Findlay,Delantero,66
Escocia,Mckenna Scott,Defensa,75
Senegal,Diouf Yehvann,Portero,74
Senegal,Sarr Mamadou,Defensa,72
Senegal,Koulibaly Kalidou,Defensa,85
Senegal,Seck Abdoulaye,Defensa,71
Senegal,Gueye Idrissa Gana,Mediocampista,84
Senegal,Ciss Pathe,Mediocampista,73
Senegal,Diao Assane,Delantero,74
Senegal,Camara Lamine,Mediocampista,78
Senegal,Dieng Bamba,Delantero,73
Senegal,Mane Sadio,Delantero,87
Senegal,Jackson Nicolas,Delantero,82
Senegal,Ndiaye Cherif,Delantero,72
Senegal,Ndiaye Iliman,Delantero,78
Senegal,Jakobs Ismail,Defensa,74
Senegal,Diatta Krepin,Defensa,76
Senegal,Mendy Edouard,Portero,83
Senegal,Sarr Pape Matar,Mediocampista,79
Senegal,Sarr Ismaila,Delantero,82
Senegal,Niakhate Moussa,Defensa,77
Senegal,Mbaye Ibrahim,Delantero,70
Senegal,Diarra Habib,Mediocampista,72
Senegal,Ndiaye Bara Sapoko,Mediocampista,67
Senegal,Diaw Mory,Portero,68
Senegal,Mendy Antoine,Defensa,68
Senegal,Diouf El Hadji Malick,Defensa,70
Senegal,Gueye Pape,Mediocampista,74
Sudáfrica,Williams Ronwen,Portero,74
Sudáfrica,Matuludi Thabang,Defensa,64
Sudáfrica,Ndamane Khulumani,Defensa,65
Sudáfrica,Mokoena Teboho,Mediocampista,73
Sudáfrica,Mbatha Thalente,Mediocampista,70
Sudáfrica,Modiba Aubrey,Defensa,69
Sudáfrica,Appollis Oswin,Delantero,73
Sudáfrica,Moremi Tshepang,Delantero,67
Sudáfrica,Foster Lyle,Delantero,74
Sudáfrica,Mofokeng Relebohile,Delantero,72
Sudáfrica,Zwane Themba,Mediocampista,72
Sudáfrica,Maseko Thapelo,Delantero,67
Sudáfrica,Sithole Sphephelo,Mediocampista,68
Sudáfrica,Mbokazi Mbekezeli,Defensa,65
Sudáfrica,Rayners Iqraam,Delantero,70
Sudáfrica,Chaine Sipho,Portero,68
Sudáfrica,Makgopa Evidence,Delantero,71
Sudáfrica,Kabini Samukele,Defensa,65
Sudáfrica,Sibisi Nkosinathi,Defensa,67
Sudáfrica,Mudau Khuliso,Defensa,69
Sudáfrica,Okon Ime,Defensa,65
Sudáfrica,Goss Ricardo,Portero,64
Sudáfrica,Adams Jayden,Mediocampista,68
Sudáfrica,Makhanya Olwethu,Defensa,63
Sudáfrica,Sebelebele Kamogelo,Delantero,66
Sudáfrica,Cross Bradley,Defensa,63
España,Raya David,Portero,85
España,Pubill Marc,Defensa,73
España,Grimaldo Alex,Defensa,82
España,Garcia Eric,Defensa,78
España,Llorente Marcos,Defensa,81
España,Merino Mikel,Mediocampista,83
España,Torres Ferran,Delantero,82
España,Ruiz Fabian,Mediocampista,84
España,Gavi,Mediocampista,85
España,Olmo Dani,Mediocampista,86
España,Pino Yeremy,Delantero,78
España,Porro Pedro,Defensa,80
España,Garcia Joan,Portero,74
España,Laporte Aymeric,Defensa,84
España,Baena Alex,Mediocampista,75
España,Rodri,Mediocampista,91
España,Williams Nico,Delantero,84
España,Zubimendi Martin,Mediocampista,82
España,Yamal Lamine,Delantero,87
España,Pedri,Mediocampista,88
España,Oyarzabal Mikel,Delantero,82
España,Cubarsi Pau,Defensa,78
España,Simon Unai,Portero,84
España,Cucurella Marc,Defensa,80
España,Munoz Victor,Delantero,70
España,Iglesias Borja,Delantero,74
Suecia,Widell Zetterstrom Jacob,Portero,70
Suecia,Lagerbielke Gustaf,Defensa,73
Suecia,Lindelof Victor,Defensa,80
Suecia,Hien Isak,Defensa,79
Suecia,Gudmundsson Gabriel,Defensa,74
Suecia,Johansson Herman,Defensa,68
Suecia,Bergvall Lucas,Mediocampista,77
Suecia,Svensson Daniel,Defensa,72
Suecia,Isak Alexander,Delantero,87
Suecia,Nygren Benjamin,Mediocampista,73
Suecia,Elanga Anthony,Delantero,77
Suecia,Johansson Viktor,Portero,72
Suecia,Sema Ken,Mediocampista,74
Suecia,Ekdal Hjalmar,Defensa,72
Suecia,Starfelt Carl,Defensa,75
Suecia,Karlstrom Jesper,Mediocampista,73
Suecia,Gyokeres Viktor,Delantero,87
Suecia,Ayari Yasin,Mediocampista,74
Suecia,Svanberg Mattias,Mediocampista,74
Suecia,Smith Eric,Defensa,70
Suecia,Bernhardsson Alexander,Defensa,71
Suecia,Zeneli Besfort,Mediocampista,70
Suecia,Nordfeldt Kristoffer,Portero,72
Suecia,Stroud Elliot,Defensa,65
Suecia,Nilsson Gustaf,Delantero,73
Suecia,Ali Taha,Delantero,67
Suiza,Kobel Gregor,Portero,83
Suiza,Muheim Miro,Defensa,72
Suiza,Widmer Silvan,Defensa,76
Suiza,Elvedi Nico,Defensa,79
Suiza,Akanji Manuel,Defensa,85
Suiza,Zakaria Denis,Mediocampista,78
Suiza,Embolo Breel,Delantero,80
Suiza,Freuler Remo,Mediocampista,81
Suiza,Manzambi Johan,Mediocampista,71
Suiza,Xhaka Granit,Mediocampista,84
Suiza,Ndoye Dan,Delantero,79
Suiza,Mvogo Yvon,Portero,73
Suiza,Rodriguez Ricardo,Defensa,78
Suiza,Jashari Ardon,Mediocampista,74
Suiza,Sow Djibril,Mediocampista,73
Suiza,Fassnacht Christian,Delantero,74
Suiza,Vargas Ruben,Delantero,78
Suiza,Coemert Eray,Defensa,73
Suiza,Okafor Noah,Delantero,78
Suiza,Aebischer Michel,Mediocampista,74
Suiza,Keller Marvin,Portero,66
Suiza,Rieder Fabian,Mediocampista,74
Suiza,Amdouni Zeki,Delantero,76
Suiza,Amenda Aurele,Defensa,71
Suiza,Jaquez Luca,Defensa,71
Suiza,Itten Cedric,Delantero,73
Túnez,Chamakh Mouhib,Portero,67
Túnez,Abdi Ali,Defensa,70
Túnez,Talbi Montassar,Defensa,73
Túnez,Rekik Omar,Defensa,70
Túnez,Arous Adam,Defensa,65
Túnez,Bronn Dylan,Defensa,72
Túnez,Achouri Elias,Delantero,72
Túnez,Saad Elias,Delantero,72
Túnez,Mastouri Hazem,Delantero,72
Túnez,Mejbri Hannibal,Mediocampista,76
Túnez,Gharbi Ismael,Mediocampista,74
Túnez,Ben Ouanes Mortadha,Defensa,68
Túnez,Khedira Rani,Mediocampista,73
Túnez,Ayari Khalil,Mediocampista,70
Túnez,Hadj Mahmoud Mohamed,Mediocampista,68
Túnez,Dahmen Aymen,Portero,73
Túnez,Skhiri Ellyes,Mediocampista,79
Túnez,Elloumi Rayan,Delantero,67
Túnez,Chaouat Firas,Delantero,70
Túnez,Valery Yan,Defensa,69
Túnez,Ben Hmida Mohamed Amine,Defensa,67
Túnez,Ben Hessen Sabri,Portero,65
Túnez,Neffati Moutaz,Defensa,65
Túnez,Chikhaoui Raed,Defensa,64
Túnez,Slimane Anis,Mediocampista,73
Túnez,Tounekti Sebastian,Mediocampista,70
Turquía,Gunok Mert,Portero,79
Turquía,Celik Zeki,Defensa,80
Turquía,Demiral Merih,Defensa,82
Turquía,Soyuncu Caglar,Defensa,81
Turquía,Ozcan Salih,Mediocampista,77
Turquía,Kokcu Orkun,Mediocampista,80
Turquía,Akturkoglu Kerem,Delantero,80
Turquía,Guler Arda,Delantero,84
Turquía,Gul Deniz,Delantero,71
Turquía,Calhanoglu Hakan,Mediocampista,86
Turquía,Yildiz Kenan,Delantero,82
Turquía,Bayindir Altay,Portero,76
Turquía,Elmali Eren,Defensa,72
Turquía,Bardakci Abdulkerim,Defensa,75
Turquía,Kabak Ozan,Defensa,77
Turquía,Yuksek Ismail,Mediocampista,75
Turquía,Kahveci Irfan Can,Delantero,76
Turquía,Muldur Mert,Defensa,76
Turquía,Akgun Yunus,Delantero,74
Turquía,Kadioglu Ferdi,Defensa,80
Turquía,Yilmaz Baris Alper,Delantero,76
Turquía,Ayhan Kaan,Mediocampista,76
Turquía,Cakir Ugurcan,Portero,80
Turquía,Aydin Oguz,Delantero,71
Turquía,Akaydin Samet,Defensa,72
Turquía,Uzun Can,Delantero,72
Uruguay,Rochet Sergio,Portero,80
Uruguay,Gimenez Jose Maria,Defensa,85
Uruguay,Caceres Sebastian,Defensa,73
Uruguay,Araujo Ronald,Defensa,85
Uruguay,Ugarte Manuel,Mediocampista,83
Uruguay,Bentancur Rodrigo,Mediocampista,83
Uruguay,De La Cruz Nicolas,Mediocampista,79
Uruguay,Valverde Federico,Mediocampista,88
Uruguay,Nunez Darwin,Delantero,86
Uruguay,De Arrascaeta Giorgian,Mediocampista,82
Uruguay,Pellistri Facundo,Delantero,76
Uruguay,Mele Santiago,Portero,73
Uruguay,Varela Guillermo,Defensa,72
Uruguay,Canobbio Agustin,Mediocampista,74
Uruguay,Martinez Emiliano,Mediocampista,72
Uruguay,Olivera Mathias,Defensa,78
Uruguay,Vina Matias,Defensa,76
Uruguay,Rodriguez Brian Paul,Delantero,74
Uruguay,Aguirre Rodrigo,Delantero,72
Uruguay,Araujo Maxi,Mediocampista,74
Uruguay,Vinas Federico,Delantero,72
Uruguay,Piquerez Joaquin,Defensa,74
Uruguay,Muslera Fernando,Portero,79
Uruguay,Bueno Santiago,Defensa,74
Uruguay,Sanabria Juan Manuel,Mediocampista,68
Uruguay,Zalazar Rodrigo,Mediocampista,70
Estados Unidos,Turner Matt,Portero,78
Estados Unidos,Dest Sergino,Defensa,78
Estados Unidos,Richards Chris,Defensa,78
Estados Unidos,Adams Tyler,Mediocampista,80
Estados Unidos,Robinson Antonee,Defensa,80
Estados Unidos,Trusty Auston,Defensa,73
Estados Unidos,Reyna Giovanni,Mediocampista,79
Estados Unidos,Mckennie Weston,Mediocampista,80
Estados Unidos,Pepi Ricardo,Delantero,77
Estados Unidos,Pulisic Christian,Delantero,86
Estados Unidos,Aaronson Brenden,Mediocampista,77
Estados Unidos,Robinson Miles,Defensa,75
Estados Unidos,Ream Tim,Defensa,73
Estados Unidos,Berhalter Sebastian,Mediocampista,70
Estados Unidos,Roldan Cristian,Mediocampista,72
Estados Unidos,Freeman Alex,Defensa,70
Estados Unidos,Tillman Malik,Mediocampista,74
Estados Unidos,Arfsten Max,Defensa,69
Estados Unidos,Wright Haji,Delantero,75
Estados Unidos,Balogun Folarin,Delantero,78
Estados Unidos,Weah Timothy,Delantero,76
Estados Unidos,Mckenzie Mark,Defensa,73
Estados Unidos,Scally Joe,Defensa,73
Estados Unidos,Freese Matt,Portero,73
Estados Unidos,Brady Chris,Portero,68
Estados Unidos,Zendejas Alex,Delantero,70
Uzbekistán,Yusupov Utkir,Portero,68
Uzbekistán,Khusanov Abdukodir,Defensa,74
Uzbekistán,Alijonov Khojiakbar,Defensa,67
Uzbekistán,Sayfiev Farrukh,Defensa,67
Uzbekistán,Ashurmatov Rustam,Defensa,68
Uzbekistán,Mozgovoy Akmal,Mediocampista,67
Uzbekistán,Shukurov Otabek,Mediocampista,72
Uzbekistán,Iskanderov Jamshid,Mediocampista,68
Uzbekistán,Xamrobekov Odiljon,Mediocampista,68
Uzbekistán,Masharipov Jaloliddin,Mediocampista,73
Uzbekistán,Urunov Oston,Mediocampista,72
Uzbekistán,Nematov Abduvohid,Portero,65
Uzbekistán,Nasrullaev Sherzod,Defensa,67
Uzbekistán,Shomurodov Eldor,Delantero,78
Uzbekistán,Eshmurodov Umar,Defensa,66
Uzbekistán,Ergashev Botirali,Portero,64
Uzbekistán,Khamdamov Dostonbek,Mediocampista,69
Uzbekistán,Abdullaev Abdulla,Defensa,66
Uzbekistán,Ganiev Azizjon,Mediocampista,67
Uzbekistán,Amonov Azizbek,Delantero,68
Uzbekistán,Sergeev Igor,Delantero,73
Uzbekistán,Fayzullaev Abbosbek,Mediocampista,72
Uzbekistán,Esanov Sherzod,Mediocampista,65
Uzbekistán,Karimov Behruzjon,Defensa,62
Uzbekistán,Ulmasaliyev Avazbek,Defensa,63
Uzbekistán,Urozov Jakhongir,Defensa,63
